Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
B0D8R3,reviewed,MKAR_LACBS,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),LACBIDRAFT_192627,Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor),338,Eukaryota
A0A2H3CNT9,reviewed,ARMD3_ARMGA,Short-chain dehydrogenase/reductase ARMGADRAFT_1048226 (EC 1.1.1.-) (Melleolides biosynthesis cluster protein ARMGADRAFT_1048226),ARMGADRAFT_1048226,Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa),309,Eukaryota
A0A2H3CZZ2,reviewed,ARMD2_ARMGA,Short-chain dehydrogenase/reductase ARMGADRAFT_1169971 (EC 1.1.1.-) (Melleolides biosynthesis cluster protein ARMGADRAFT_1169971),ARMGADRAFT_1169971,Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa),320,Eukaryota
A0A2H3D905,reviewed,ARMD1_ARMGA,Short-chain dehydrogenase/reductase ARMGADRAFT_1018437 (EC 1.1.1.-) (Melleolides biosynthesis cluster protein ARMGADRAFT_1018437),ARMGADRAFT_1018437,Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa),309,Eukaryota
A0A6S6QNE4,reviewed,PLE7_RHOPP,Short chain dehydrogenase ple7 (EC 1.1.1.-) (Pleuromutilin biosynthesis cluster protein 7),ple7,Rhodocybe pseudopiperita (Clitopilus pseudopiperitus),253,Eukaryota
P0CR36,reviewed,KDSR_CRYNJ,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (CnTSC10) (KDS reductase),TSC10 CNG00270,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),335,Eukaryota
P0CR34,reviewed,MKAR_CRYNJ,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CNI00690,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),361,Eukaryota
P0CR35,reviewed,MKAR_CRYNB,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CNBH0660,Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans),361,Eukaryota
P0CR37,reviewed,KDSR_CRYNB,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 CNBG4500,Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans),335,Eukaryota
A8Q1U2,reviewed,MKAR_MALGO,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),MGL_1839,Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) (Dandruff-associated fungus),324,Eukaryota
Q4P622,reviewed,MKAR_USTMA,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),UMAG_04441,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),350,Eukaryota
B2GV72,reviewed,CRB3_RAT,Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (Monomeric carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10),Cbr3,Rattus norvegicus (Rat),277,Eukaryota
F1QLP1,reviewed,DHI2_DANRE,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (11-beta-hydroxysteroid dehydrogenase type II) (11-HSD type II) (11-beta-HSD type II) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),hsd11b2,Danio rerio (Zebrafish) (Brachydanio rerio),414,Eukaryota
F1QWW8,reviewed,KDSR_DANRE,3-dehydrosphinganine reductase (EC 1.1.1.102),kdsr fvt1 zgc:55947,Danio rerio (Zebrafish) (Brachydanio rerio),332,Eukaryota
O02691,reviewed,HCD2_BOVIN,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 HADH2,Bos taurus (Bovine),261,Eukaryota
O08699,reviewed,PGDH_RAT,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1)",Hpgd Pgdh1,Rattus norvegicus (Rat),266,Eukaryota
O08756,reviewed,HCD2_MOUSE,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),Hsd17b10 Erab Hadh2,Mus musculus (Mouse),261,Eukaryota
O14756,reviewed,H17B6_HUMAN,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 6),HSD17B6 RODH SDR9C6,Homo sapiens (Human),317,Eukaryota
O54753,reviewed,H17B6_RAT,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase),Hsd17b6 Hsd17b9,Rattus norvegicus (Rat),317,Eukaryota
O54909,reviewed,RDH16_MOUSE,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Cis-retinol androgen dehydrogenase 1),Rdh16 Crad Crad1 Rdh1 Rdh6,Mus musculus (Mouse),317,Eukaryota
O54939,reviewed,DHB3_RAT,17-beta-hydroxysteroid dehydrogenase type 3 (17-beta-HSD 3) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Testicular 17-beta-hydroxysteroid dehydrogenase) (Testosterone 17-beta-dehydrogenase 3) (EC 1.1.1.64),Hsd17b3 Edh17b3,Rattus norvegicus (Rat),306,Eukaryota
O55240,reviewed,RDH5_MOUSE,Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (Cis-retinol dehydrogenase),Rdh5 cRDH rdh Rdh4,Mus musculus (Mouse),318,Eukaryota
O70351,reviewed,HCD2_RAT,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),Hsd17b10 Erab Hadh2,Rattus norvegicus (Rat),261,Eukaryota
O70503,reviewed,DHB12_MOUSE,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62) (KIK-I),Hsd17b12 Kik1,Mus musculus (Mouse),312,Eukaryota
O75452,reviewed,RDH16_HUMAN,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Human epidermal retinol dehydrogenase) (hRDH-E) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Short chain dehydrogenase/reductase family 9C member 8) (Sterol/retinol dehydrogenase),RDH16 RODH4 SDR9C8,Homo sapiens (Human),317,Eukaryota
O75828,reviewed,CBR3_HUMAN,Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 21C member 2),CBR3 SDR21C2,Homo sapiens (Human),277,Eukaryota
O75911,reviewed,DHRS3_HUMAN,Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1),DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983,Homo sapiens (Human),302,Eukaryota
O77667,reviewed,DHI2_BOVIN,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),HSD11B2,Bos taurus (Bovine),404,Eukaryota
O88736,reviewed,DHB7_MOUSE,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (3-keto-steroid reductase) (EC 1.1.1.270) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62),Hsd17b7 17hsd7,Mus musculus (Mouse),334,Eukaryota
O88876,reviewed,DHRS3_MOUSE,Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1),Dhrs3 Rsdr1,Mus musculus (Mouse),302,Eukaryota
P08074,reviewed,CBR2_MOUSE,Carbonyl reductase [NADPH] 2 (EC 1.1.1.184) (Adipocyte protein P27) (AP27) (Lung carbonyl reductase) (LCR) (NADPH-dependent carbonyl reductase 2),Cbr2,Mus musculus (Mouse),244,Eukaryota
P09417,reviewed,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),QDPR DHPR SDR33C1,Homo sapiens (Human),244,Eukaryota
P11348,reviewed,DHPR_RAT,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),Qdpr Dhpr,Rattus norvegicus (Rat),241,Eukaryota
P14061,reviewed,DHB1_HUMAN,17-beta-hydroxysteroid dehydrogenase type 1 (17-beta-HSD 1) (EC 1.1.1.51) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 1) (EC 1.1.1.62) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1),HSD17B1 E17KSR EDH17B1 EDH17B2 EDHB17 SDR28C1,Homo sapiens (Human),328,Eukaryota
P15428,reviewed,PGDH_HUMAN,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1)",HPGD PGDH1 SDR36C1,Homo sapiens (Human),266,Eukaryota
P16152,reviewed,CBR1_HUMAN,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",CBR1 CBR CRN SDR21C1,Homo sapiens (Human),277,Eukaryota
P16232,reviewed,DHI1_RAT,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),Hsd11b1 Hsd11,Rattus norvegicus (Rat),288,Eukaryota
P18297,reviewed,SPRE_RAT,Sepiapterin reductase (SPR) (EC 1.1.1.153),Spr,Rattus norvegicus (Rat),262,Eukaryota
P28845,reviewed,DHI1_HUMAN,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1) (Short chain dehydrogenase/reductase family 26C member 1),HSD11B1 HSD11 HSD11L SDR26C1,Homo sapiens (Human),292,Eukaryota
P29147,reviewed,BDH_RAT,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",Bdh1 Bdh,Rattus norvegicus (Rat),343,Eukaryota
P35270,reviewed,SPRE_HUMAN,Sepiapterin reductase (SPR) (EC 1.1.1.153),SPR,Homo sapiens (Human),261,Eukaryota
P37058,reviewed,DHB3_HUMAN,17-beta-hydroxysteroid dehydrogenase type 3 (17-beta-HSD 3) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 2) (Testicular 17-beta-hydroxysteroid dehydrogenase) (Testosterone 17-beta-dehydrogenase 3) (EC 1.1.1.64),HSD17B3 EDH17B3 SDR12C2,Homo sapiens (Human),310,Eukaryota
P37059,reviewed,DHB2_HUMAN,17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD 2) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Microsomal 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),HSD17B2 EDH17B2 SDR9C2,Homo sapiens (Human),387,Eukaryota
P47727,reviewed,CBR1_RAT,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",Cbr1 Cbr,Rattus norvegicus (Rat),277,Eukaryota
P47844,reviewed,CBR1_RABIT,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",CBR1 CBR,Oryctolagus cuniculus (Rabbit),277,Eukaryota
P48758,reviewed,CBR1_MOUSE,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",Cbr1 Cbr,Mus musculus (Mouse),277,Eukaryota
P50168,reviewed,DHI2_SHEEP,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),HSD11B2 HSD11K,Ovis aries (Sheep),427,Eukaryota
P50170,reviewed,RDH16_RAT,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (29 kDa protein) (Retinol dehydrogenase 2) (Retinol dehydrogenase type 1) (Retinol dehydrogenase type II) (RODH II),Rdh16 Rdh2 Rodh1 Rodhii,Rattus norvegicus (Rat),317,Eukaryota
P50172,reviewed,DHI1_MOUSE,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (11-beta-hydroxysteroid dehydrogenase/microsomal carbonyl reductase) (11-beta-HSD1A/MCR) (11beta-HSD1A) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1) (liver-type 11-beta-HSD),Hsd11b1 Hsd11,Mus musculus (Mouse),292,Eukaryota
P50233,reviewed,DHI2_RAT,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),Hsd11b2 Hsd11k,Rattus norvegicus (Rat),400,Eukaryota
P51656,reviewed,DHB1_MOUSE,17-beta-hydroxysteroid dehydrogenase type 1 (17-beta-HSD 1) (EC 1.1.1.51) (Estradiol 17-beta-dehydrogenase 1) (EC 1.1.1.62),Hsd17b1 Edh17b1,Mus musculus (Mouse),344,Eukaryota
P51657,reviewed,DHB1_RAT,Estradiol 17-beta-dehydrogenase 1 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 1) (17-beta-HSD 1),Hsd17b1 Edh17b1,Rattus norvegicus (Rat),344,Eukaryota
P51658,reviewed,DHB2_MOUSE,Estradiol 17-beta-dehydrogenase 2 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 2) (17-beta-HSD 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),Hsd17b2 Edh17b2,Mus musculus (Mouse),381,Eukaryota
P51659,reviewed,DHB4_HUMAN,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4 SDR8C1,Homo sapiens (Human),736,Eukaryota
P51660,reviewed,DHB4_MOUSE,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",Hsd17b4 Edh17b4,Mus musculus (Mouse),735,Eukaryota
P51661,reviewed,DHI2_MOUSE,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),Hsd11b2 Hsd11k,Mus musculus (Mouse),386,Eukaryota
P51975,reviewed,DHI1_SHEEP,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),HSD11B1,Ovis aries (Sheep),292,Eukaryota
P56937,reviewed,DHB7_HUMAN,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (3-keto-steroid reductase) (EC 1.1.1.270) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1),HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243,Homo sapiens (Human),341,Eukaryota
P70385,reviewed,DHB3_MOUSE,17-beta-hydroxysteroid dehydrogenase type 3 (17-beta-HSD 3) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Testicular 17-beta-hydroxysteroid dehydrogenase) (Testosterone 17-beta-dehydrogenase 3) (EC 1.1.1.64),Hsd17b3 Edh17b3,Mus musculus (Mouse),305,Eukaryota
P70684,reviewed,PGDH_CAVPO,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1)",HPGD PGDH1,Cavia porcellus (Guinea pig),265,Eukaryota
P80365,reviewed,DHI2_HUMAN,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type II) (11-HSD type II) (11-beta-HSD type II) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 3),HSD11B2 HSD11K SDR9C3,Homo sapiens (Human),405,Eukaryota
P97852,reviewed,DHB4_RAT,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",Hsd17b4 Edh17b4,Rattus norvegicus (Rat),735,Eukaryota
Q02337,reviewed,BDH_BOVIN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",BDH1 BDH,Bos taurus (Bovine),344,Eukaryota
Q06136,reviewed,KDSR_HUMAN,3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1) (FVT-1) (Short chain dehydrogenase/reductase family 35C member 1),KDSR FVT1 SDR35C1,Homo sapiens (Human),332,Eukaryota
Q27979,reviewed,RDH5_BOVIN,Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (9cRDH) (P32),RDH5 RDH1,Bos taurus (Bovine),318,Eukaryota
Q28960,reviewed,CBR1_PIG,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",CBR1 CBR CRN,Sus scrofa (Pig),289,Eukaryota
Q29608,reviewed,DHI1_SAISC,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),HSD11B1,Saimiri sciureus (Common squirrel monkey),291,Eukaryota
Q3SXM5,reviewed,HSDL1_HUMAN,Inactive hydroxysteroid dehydrogenase-like protein 1 (Short chain dehydrogenase/reductase family 12C member 3),HSDL1 SDR12C3,Homo sapiens (Human),330,Eukaryota
Q3SZD7,reviewed,CBR1_BOVIN,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",CBR1,Bos taurus (Bovine),277,Eukaryota
Q3T001,reviewed,H17B6_BOVIN,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase),HSD17B6,Bos taurus (Bovine),317,Eukaryota
